SKU_ID,Month,Units_Sold,Revenue_USD,COGS_USD,Gross_Profit_USD
CE-0021,2024-02,313,47829.53,30858.67,16970.86
CE-0021,2024-03,474,72431.94,46731.66,25700.28
CE-0021,2024-04,470,71820.7,46337.3,25483.4
CE-0021,2024-05,429,65555.49,42295.11,23260.38
CE-0021,2024-06,547,83587.07,53928.73,29658.34
CE-0021,2024-07,513,78391.53,50576.67,27814.86
CE-0021,2024-08,437,66777.97,43083.83,23694.14
CE-0021,2024-10,418,63874.58,41210.62,22663.96
CE-0021,2024-11,617,94283.77,60830.03,33453.74
CE-0021,2024-12,568,86796.08,55999.12,30796.96
CE-0021,2025-01,334,51038.54,32929.06,18109.48
CE-0022,2023-01,243,262777.77,211553.37,51224.4
CE-0022,2023-02,234,253045.26,203718.06,49327.2
CE-0022,2023-03,319,344963.41,277718.21,67245.2
CE-0022,2023-04,313,338475.07,272494.67,65980.4
CE-0022,2023-05,253,273591.67,220259.27,53332.4
CE-0022,2023-06,267,288731.13,232447.53,56283.6
CE-0022,2023-07,292,315765.88,254212.28,61553.6
CE-0022,2023-08,329,355777.31,286424.11,69353.2
CE-0022,2023-09,304,328742.56,264659.36,64083.2
CE-0022,2023-10,317,342800.63,275977.03,66823.6
CE-0022,2023-11,355,383893.45,309059.45,74834.0
CE-0022,2023-12,393,424986.27,342141.87,82844.4
CE-0022,2024-01,232,250882.48,201976.88,48905.6
CE-0022,2024-02,250,270347.5,217647.5,52700.0
CE-0022,2024-03,306,330905.34,266400.54,64504.8
CE-0022,2024-04,288,311440.32,250729.92,60710.4
CE-0022,2024-05,303,327661.17,263788.77,63872.4
CE-0022,2024-06,340,367672.6,296000.6,71672.0
CE-0022,2024-07,303,327661.17,263788.77,63872.4
CE-0022,2024-08,335,362265.65,291647.65,70618.0
CE-0022,2024-10,248,268184.72,215906.32,52278.4
CE-0022,2024-11,423,457427.97,368259.57,89168.4
CE-0022,2024-12,387,418497.93,336918.33,81579.6
CE-0022,2025-01,198,214115.22,172376.82,41738.4
CE-0023,2023-01,527,143038.34,92767.81,50270.53
CE-0023,2023-02,616,167194.72,108434.48,58760.24
CE-0023,2023-03,805,218493.1,141704.15,76788.95
CE-0023,2023-04,833,226092.86,146632.99,79459.87
CE-0023,2023-05,641,173980.22,112835.23,61144.99
CE-0023,2023-06,779,211436.18,137127.37,74308.81
CE-0023,2023-07,825,223921.5,145224.75,78696.75
CE-0023,2023-08,774,210079.08,136247.22,73831.86
CE-0023,2023-09,650,176423.0,114419.5,62003.5
CE-0023,2023-10,814,220935.88,143288.42,77647.46
CE-0023,2023-11,942,255677.64,165820.26,89857.38
CE-0023,2023-12,851,230978.42,149801.53,81176.89
CE-0023,2024-01,564,153080.88,99280.92,53799.96
CE-0023,2024-02,546,148195.32,96112.38,52082.94
CE-0023,2024-03,786,213336.12,138359.58,74976.54
CE-0023,2024-04,717,194608.14,126213.51,68394.63
CE-0023,2024-05,680,184565.6,119700.4,64865.2
CE-0023,2024-06,789,214150.38,138887.67,75262.71
CE-0023,2024-07,714,193793.88,125685.42,68108.46
CE-0023,2024-08,892,242106.64,157018.76,85087.88
CE-0023,2024-10,640,173708.8,112659.2,61049.6
CE-0023,2024-11,866,235049.72,152441.98,82607.74
CE-0023,2024-12,1062,288248.04,186943.86,101304.18
CE-0023,2025-01,591,160409.22,104033.73,56375.49
CE-0024,2023-01,499,659877.6,492128.77,167748.83
CE-0024,2023-02,498,658555.2,491142.54,167412.66
CE-0024,2023-03,770,1018248.0,759397.1,258850.9
CE-0024,2023-04,704,930969.6,694305.92,236663.68
CE-0024,2023-05,749,990477.6,738686.27,251791.33
CE-0024,2023-06,833,1101559.2,821529.59,280029.61
CE-0024,2023-07,708,936259.2,698250.84,238008.36
CE-0024,2023-08,665,879396.0,655842.95,223553.05
CE-0024,2023-09,623,823855.2,614421.29,209433.91
CE-0024,2023-10,576,761702.4,568068.48,193633.92
CE-0024,2023-11,848,1121395.2,836323.04,285072.16
CE-0024,2023-12,939,1241733.6,926069.97,315663.63
CE-0024,2024-01,552,729964.8,544398.96,185565.84
CE-0024,2024-02,474,626817.6,467473.02,159344.58
CE-0024,2024-03,706,933614.4,696278.38,237336.02
CE-0024,2024-04,669,884685.6,659787.87,224897.73
CE-0024,2024-05,689,911133.6,679512.47,231621.13
CE-0024,2024-06,698,923035.2,688388.54,234646.66
CE-0024,2024-07,775,1024860.0,764328.25,260531.75
CE-0024,2024-08,775,1024860.0,764328.25,260531.75
CE-0024,2024-10,729,964029.6,718961.67,245067.93
CE-0024,2024-11,789,1043373.6,778135.47,265238.13
CE-0024,2024-12,802,1060564.8,790956.46,269608.34
CE-0024,2025-01,569,752445.6,561164.87,191280.73
CE-0025,2023-01,538,655171.02,483398.38,171772.64
CE-0025,2023-02,548,667348.92,492383.48,174965.44
CE-0025,2023-03,713,868284.27,640637.63,227646.64
CE-0025,2023-04,692,842710.68,621768.92,220941.76
CE-0025,2023-05,649,790345.71,583132.99,207212.72
CE-0025,2023-06,778,947440.62,699040.78,248399.84
CE-0025,2023-07,657,800088.03,590321.07,209766.96
CE-0025,2023-08,725,882897.75,651419.75,231478.0
CE-0025,2023-09,674,820790.46,605595.74,215194.72
CE-0025,2023-10,694,845146.26,623565.94,221580.32
CE-0025,2023-11,732,891422.28,657709.32,233712.96
CE-0025,2023-12,937,1141069.23,841903.87,299165.36
CE-0025,2024-01,560,681962.4,503165.6,178796.8
CE-0025,2024-02,524,638121.96,470819.24,167302.72
CE-0025,2024-03,682,830532.78,612783.82,217748.96
CE-0025,2024-04,624,759900.96,560670.24,199230.72
CE-0025,2024-05,588,716060.52,528323.88,187736.64
CE-0025,2024-06,660,803741.4,593016.6,210724.8
CE-0025,2024-07,630,767207.7,566061.3,201146.4
CE-0025,2024-08,656,798870.24,589422.56,209447.68
CE-0025,2024-10,608,740416.32,546294.08,194122.24
CE-0025,2024-11,956,1164207.24,858975.56,305231.68
CE-0025,2024-12,826,1005894.54,742169.26,263725.28
CE-0025,2025-01,545,663695.55,489687.95,174007.6
CE-0026,2023-01,216,243200.88,218114.64,25086.24
CE-0026,2023-02,220,247704.6,222153.8,25550.8
CE-0026,2023-03,268,301749.24,270623.72,31125.52
CE-0026,2023-04,300,337779.0,302937.0,34842.0
CE-0026,2023-05,319,359171.67,322123.01,37048.66
CE-0026,2023-06,306,344534.58,308995.74,35538.84
CE-0026,2023-07,281,316386.33,283750.99,32635.34
CE-0026,2023-08,354,398579.22,357465.66,41113.56
CE-0026,2023-09,272,306252.96,274662.88,31590.08
CE-0026,2023-10,257,289364.01,259516.03,29847.98
CE-0026,2023-11,330,371556.9,333230.7,38326.2
CE-0026,2023-12,330,371556.9,333230.7,38326.2
CE-0026,2024-01,232,261215.76,234271.28,26944.48
CE-0026,2024-02,226,254460.18,228212.54,26247.64
CE-0026,2024-03,312,351290.16,315054.48,36235.68
CE-0026,2024-04,311,350164.23,314044.69,36119.54
CE-0026,2024-05,276,310756.68,278702.04,32054.64
CE-0026,2024-06,340,382816.2,343328.6,39487.6
CE-0026,2024-07,272,306252.96,274662.88,31590.08
CE-0026,2024-08,290,326519.7,292839.1,33680.6
CE-0026,2024-10,244,274726.92,246388.76,28338.16
CE-0026,2024-11,356,400831.08,359485.24,41345.84
CE-0026,2024-12,342,385068.06,345348.18,39719.88
CE-0026,2025-01,244,274726.92,246388.76,28338.16
CE-0027,2023-01,725,233203.5,137423.75,95779.75
CE-0027,2023-02,588,189136.08,111455.4,77680.68
CE-0027,2023-03,719,231273.54,136286.45,94987.09
CE-0027,2023-04,832,267621.12,157705.6,109915.52
CE-0027,2023-05,896,288207.36,169836.8,118370.56
CE-0027,2023-06,840,270194.4,159222.0,110972.4
CE-0027,2023-07,866,278557.56,164150.3,114407.26
CE-0027,2023-08,763,245426.58,144626.65,100799.93
CE-0027,2023-09,723,232560.18,137044.65,95515.53
CE-0027,2023-10,871,280165.86,165098.05,115067.81
CE-0027,2023-11,1150,369909.0,217982.5,151926.5
CE-0027,2023-12,1214,390495.24,230113.7,160381.54
CE-0027,2024-01,632,203289.12,119795.6,83493.52
CE-0027,2024-02,560,180129.6,106148.0,73981.6
CE-0027,2024-03,704,226448.64,133443.2,93005.44
CE-0027,2024-04,693,222910.38,131358.15,91552.23
CE-0027,2024-05,735,236420.1,139319.25,97100.85
CE-0027,2024-06,944,303647.04,178935.2,124711.84
CE-0027,2024-07,835,268586.1,158274.25,110311.85
CE-0027,2024-08,965,310401.9,182915.75,127486.15
CE-0027,2024-10,714,229665.24,135338.7,94326.54
CE-0027,2024-11,964,310080.24,182726.2,127354.04
CE-0027,2024-12,1036,333239.76,196373.8,136865.96
CE-0027,2025-01,696,223875.36,131926.8,91948.56
CE-0028,2023-01,635,568236.1,490327.95,77908.15
CE-0028,2023-02,618,553023.48,477201.06,75822.42
CE-0028,2023-03,784,701570.24,605381.28,96188.96
CE-0028,2023-04,666,595976.76,514265.22,81711.54
CE-0028,2023-05,640,572710.4,494188.8,78521.6
CE-0028,2023-06,834,746313.24,643989.78,102323.46
CE-0028,2023-07,686,613873.96,529708.62,84165.34
CE-0028,2023-08,769,688147.34,593798.73,94348.61
CE-0028,2023-09,726,649668.36,560595.42,89072.94
CE-0028,2023-10,758,678303.88,585304.86,92999.02
CE-0028,2023-11,870,778528.2,671787.9,106740.3
CE-0028,2023-12,958,857275.88,739738.86,117537.02
CE-0028,2024-01,479,428637.94,369869.43,58768.51
CE-0028,2024-02,612,547654.32,472568.04,75086.28
CE-0028,2024-03,810,724836.6,625457.7,99378.9
CE-0028,2024-04,621,555708.06,479517.57,76190.49
CE-0028,2024-05,779,697095.94,601520.43,95575.51
CE-0028,2024-06,674,603135.64,520442.58,82693.06
CE-0028,2024-07,721,645194.06,556734.57,88459.49
CE-0028,2024-08,762,681883.32,588393.54,93489.78
CE-0028,2024-10,717,641614.62,553645.89,87968.73
CE-0028,2024-11,913,817007.18,704991.21,112015.97
CE-0028,2024-12,925,827745.5,714257.25,113488.25
CE-0028,2025-01,550,492173.0,424693.5,67479.5
CE-0029,2023-01,180,48036.6,34732.8,13303.8
CE-0029,2023-02,210,56042.7,40521.6,15521.1
CE-0029,2023-03,242,64582.54,46696.32,17886.22
CE-0029,2023-04,268,71521.16,51713.28,19807.88
CE-0029,2023-05,244,65116.28,47082.24,18034.04
CE-0029,2023-06,248,66183.76,47854.08,18329.68
CE-0029,2023-07,284,75791.08,54800.64,20990.44
CE-0029,2023-08,297,79260.39,57309.12,21951.27
CE-0029,2023-09,222,59245.14,42837.12,16408.02
CE-0029,2023-10,248,66183.76,47854.08,18329.68
CE-0029,2023-11,282,75257.34,54414.72,20842.62
CE-0029,2023-12,333,88867.71,64255.68,24612.03
CE-0029,2024-01,219,58444.53,42258.24,16186.29
CE-0029,2024-02,218,58177.66,42065.28,16112.38
CE-0029,2024-03,272,72588.64,52485.12,20103.52
CE-0029,2024-04,244,65116.28,47082.24,18034.04
CE-0029,2024-05,281,74990.47,54221.76,20768.71
CE-0029,2024-06,279,74456.73,53835.84,20620.89
CE-0029,2024-07,270,72054.9,52099.2,19955.7
CE-0029,2024-08,304,81128.48,58659.84,22468.64
CE-0029,2024-10,256,68318.72,49397.76,18920.96
CE-0029,2024-11,345,92070.15,66571.2,25498.95
CE-0029,2024-12,338,90202.06,65220.48,24981.58
CE-0029,2025-01,182,48570.34,35118.72,13451.62
CE-0030,2023-01,718,1155340.98,1018281.96,137059.02
CE-0030,2023-02,849,1366134.39,1204068.78,162065.61
CE-0030,2023-03,919,1478772.09,1303344.18,175427.91
CE-0030,2023-04,985,1584973.35,1396946.7,188026.65
CE-0030,2023-05,1121,1803812.31,1589824.62,213987.69
CE-0030,2023-06,1193,1919668.23,1691936.46,227731.77
CE-0030,2023-07,982,1580146.02,1392692.04,187453.98
CE-0030,2023-08,1117,1797375.87,1584151.74,213224.13
CE-0030,2023-09,971,1562445.81,1377091.62,185354.19
CE-0030,2023-10,960,1544745.6,1361491.2,183254.4
CE-0030,2023-11,1513,2434583.43,2145766.86,288816.57
CE-0030,2023-12,1458,2346082.38,2067764.76,278317.62
CE-0030,2024-01,759,1221314.49,1076428.98,144885.51
CE-0030,2024-02,797,1282460.67,1130321.34,152139.33
CE-0030,2024-03,1087,1749102.57,1541605.14,207497.43
CE-0030,2024-04,1057,1700829.27,1499058.54,201770.73
CE-0030,2024-05,1039,1671865.29,1473530.58,198334.71
CE-0030,2024-06,1242,1998514.62,1761429.24,237085.38
CE-0030,2024-07,997,1604282.67,1413965.34,190317.33
CE-0030,2024-08,963,1549572.93,1365745.86,183827.07
CE-0030,2024-10,918,1477162.98,1301925.96,175237.02
CE-0030,2024-11,1436,2310681.96,2036563.92,274118.04
CE-0030,2024-12,1301,2093452.11,1845104.22,248347.89
CE-0030,2025-01,803,1292115.33,1138830.66,153284.67
CE-0031,2023-01,46,14076.0,10752.04,3323.96
CE-0031,2023-02,44,13464.0,10284.56,3179.44
CE-0031,2023-03,58,17748.0,13556.92,4191.08
CE-0031,2023-04,54,16524.0,12621.96,3902.04
CE-0031,2023-05,61,18666.0,14258.14,4407.86
CE-0031,2023-06,58,17748.0,13556.92,4191.08
CE-0031,2023-07,67,20502.0,15660.58,4841.42
CE-0031,2023-08,58,17748.0,13556.92,4191.08
CE-0031,2023-09,62,18972.0,14491.88,4480.12
CE-0031,2023-10,55,16830.0,12855.7,3974.3
CE-0031,2023-11,74,22644.0,17296.76,5347.24
CE-0031,2023-12,72,22032.0,16829.28,5202.72
CE-0031,2024-01,48,14688.0,11219.52,3468.48
CE-0031,2024-02,45,13770.0,10518.3,3251.7
CE-0031,2024-03,62,18972.0,14491.88,4480.12
CE-0031,2024-04,51,15606.0,11920.74,3685.26
CE-0031,2024-05,61,18666.0,14258.14,4407.86
CE-0031,2024-06,66,20196.0,15426.84,4769.16
CE-0031,2024-07,53,16218.0,12388.22,3829.78
CE-0031,2024-08,57,17442.0,13323.18,4118.82
CE-0031,2024-10,62,18972.0,14491.88,4480.12
CE-0031,2024-11,74,22644.0,17296.76,5347.24
CE-0031,2024-12,81,24786.0,18932.94,5853.06
CE-0031,2025-01,43,13158.0,10050.82,3107.18
CE-0032,2023-01,556,228093.44,191069.4,37024.04
CE-0032,2023-02,525,215376.0,180416.25,34959.75
CE-0032,2023-03,728,298654.72,250177.2,48477.52
CE-0032,2023-04,810,332294.4,278356.5,53937.9
CE-0032,2023-05,702,287988.48,241242.3,46746.18
CE-0032,2023-06,781,320397.44,268390.65,52006.79
CE-0032,2023-07,789,323679.36,271139.85,52539.51
CE-0032,2023-08,919,377010.56,315814.35,61196.21
CE-0032,2023-09,678,278142.72,232994.7,45148.02
CE-0032,2023-10,826,338858.24,283854.9,55003.34
CE-0032,2023-11,945,387676.8,324749.25,62927.55
CE-0032,2023-12,880,361011.2,302412.0,58599.2
CE-0032,2024-01,635,260502.4,218217.75,42284.65
CE-0032,2024-02,648,265835.52,222685.2,43150.32
CE-0032,2024-03,797,326961.28,273889.05,53072.23
CE-0032,2024-04,808,331473.92,277669.2,53804.72
CE-0032,2024-05,705,289219.2,242273.25,46945.95
CE-0032,2024-06,796,326551.04,273545.4,53005.64
CE-0032,2024-07,809,331884.16,278012.85,53871.31
CE-0032,2024-08,721,295783.04,247771.65,48011.39
CE-0032,2024-10,812,333114.88,279043.8,54071.08
CE-0032,2024-11,1077,441828.48,370111.05,71717.43
CE-0032,2024-12,1004,411880.96,345024.6,66856.36
CE-0032,2025-01,535,219478.4,183852.75,35625.65
CE-0033,2023-01,294,136274.88,80332.56,55942.32
CE-0033,2023-02,277,128395.04,75687.48,52707.56
CE-0033,2023-03,416,192824.32,113667.84,79156.48
CE-0033,2023-04,411,190506.72,112301.64,78205.08
CE-0033,2023-05,382,177064.64,104377.68,72686.96
CE-0033,2023-06,432,200240.64,118039.68,82200.96
CE-0033,2023-07,427,197923.04,116673.48,81249.56
CE-0033,2023-08,405,187725.6,110662.2,77063.4
CE-0033,2023-09,380,176137.6,103831.2,72306.4
CE-0033,2023-10,364,168721.28,99459.36,69261.92
CE-0033,2023-11,559,259107.68,152741.16,106366.52
CE-0033,2023-12,445,206266.4,121591.8,84674.6
CE-0033,2024-01,248,114952.96,67763.52,47189.44
CE-0033,2024-02,290,134420.8,79239.6,55181.2
CE-0033,2024-03,327,151571.04,89349.48,62221.56
CE-0033,2024-04,412,190970.24,112574.88,78395.36
CE-0033,2024-05,413,191433.76,112848.12,78585.64
CE-0033,2024-06,370,171502.4,101098.8,70403.6
CE-0033,2024-07,455,210901.6,124324.2,86577.4
CE-0033,2024-08,461,213682.72,125963.64,87719.08
CE-0033,2024-10,389,180309.28,106290.36,74018.92
CE-0033,2024-11,480,222489.6,131155.2,91334.4
CE-0033,2024-12,564,261425.28,154107.36,107317.92
CE-0033,2025-01,317,146935.84,86617.08,60318.76
CE-0034,2023-01,819,471899.61,393799.77,78099.84
CE-0034,2023-02,806,464409.14,387548.98,76860.16
CE-0034,2023-03,1061,611337.59,510160.63,101176.96
CE-0034,2023-04,913,526061.47,438997.79,87063.68
CE-0034,2023-05,949,546804.31,456307.67,90496.64
CE-0034,2023-06,1028,592323.32,494293.24,98030.08
CE-0034,2023-07,1056,608456.64,507756.48,100700.16
CE-0034,2023-08,891,513385.29,428419.53,84965.76
CE-0034,2023-09,1008,580799.52,484676.64,96122.88
CE-0034,2023-10,1032,594628.08,496216.56,98411.52
CE-0034,2023-11,1185,682785.15,569783.55,113001.6
CE-0034,2023-12,1116,643028.04,536606.28,106421.76
CE-0034,2024-01,708,407942.52,340427.64,67514.88
CE-0034,2024-02,665,383166.35,319751.95,63414.4
CE-0034,2024-03,865,498404.35,415917.95,82486.4
CE-0034,2024-04,845,486880.55,406301.35,80579.2
CE-0034,2024-05,872,502437.68,419283.76,83153.92
CE-0034,2024-06,1030,593475.7,495254.9,98220.8
CE-0034,2024-07,1050,604999.5,504871.5,100128.0
CE-0034,2024-08,922,531247.18,443325.26,87921.92
CE-0034,2024-10,822,473628.18,395242.26,78385.92
CE-0034,2024-11,1368,788227.92,657775.44,130452.48
CE-0034,2024-12,1275,734642.25,613058.25,121584.0
CE-0034,2025-01,641,369337.79,308212.03,61125.76
CE-0035,2023-01,361,45171.93,34757.08,10414.85
CE-0035,2023-02,326,40792.38,31387.28,9405.1
CE-0035,2023-03,504,63065.52,48525.12,14540.4
CE-0035,2023-04,418,52304.34,40245.04,12059.3
CE-0035,2023-05,417,52179.21,40148.76,12030.45
CE-0035,2023-06,520,65067.6,50065.6,15002.0
CE-0035,2023-07,566,70823.58,54494.48,16329.1
CE-0035,2023-08,529,66193.77,50932.12,15261.65
CE-0035,2023-09,529,66193.77,50932.12,15261.65
CE-0035,2023-10,507,63440.91,48813.96,14626.95
CE-0035,2023-11,648,81084.24,62389.44,18694.8
CE-0035,2023-12,700,87591.0,67396.0,20195.0
CE-0035,2024-01,382,47799.66,36778.96,11020.7
CE-0035,2024-02,363,45422.19,34949.64,10472.55
CE-0035,2024-03,458,57309.54,44096.24,13213.3
CE-0035,2024-04,467,58435.71,44962.76,13472.95
CE-0035,2024-05,420,52554.6,40437.6,12117.0
CE-0035,2024-06,519,64942.47,49969.32,14973.15
CE-0035,2024-07,530,66318.9,51028.4,15290.5
CE-0035,2024-08,573,71699.49,55168.44,16531.05
CE-0035,2024-10,437,54681.81,42074.36,12607.45
CE-0035,2024-11,665,83211.45,64026.2,19185.25
CE-0035,2024-12,616,77080.08,59308.48,17771.6
CE-0035,2025-01,412,51553.56,39667.36,11886.2
CE-0036,2023-01,30,56516.4,44068.8,12447.6
CE-0036,2023-02,32,60284.16,47006.72,13277.44
CE-0036,2023-03,41,77239.08,60227.36,17011.72
CE-0036,2023-04,36,67819.68,52882.56,14937.12
CE-0036,2023-05,43,81006.84,63165.28,17841.56
CE-0036,2023-06,46,86658.48,67572.16,19086.32
CE-0036,2023-07,42,79122.96,61696.32,17426.64
CE-0036,2023-08,48,90426.24,70510.08,19916.16
CE-0036,2023-09,33,62168.04,48475.68,13692.36
CE-0036,2023-10,36,67819.68,52882.56,14937.12
CE-0036,2023-11,46,86658.48,67572.16,19086.32
CE-0036,2023-12,56,105497.28,82261.76,23235.52
CE-0036,2024-01,34,64051.92,49944.64,14107.28
CE-0036,2024-02,31,58400.28,45537.76,12862.52
CE-0036,2024-03,41,77239.08,60227.36,17011.72
CE-0036,2024-04,37,69703.56,54351.52,15352.04
CE-0036,2024-05,34,64051.92,49944.64,14107.28
CE-0036,2024-06,39,73471.32,57289.44,16181.88
CE-0036,2024-07,41,77239.08,60227.36,17011.72
CE-0036,2024-08,47,88542.36,69041.12,19501.24
CE-0036,2024-10,44,82890.72,64634.24,18256.48
CE-0036,2024-11,48,90426.24,70510.08,19916.16
CE-0036,2024-12,54,101729.52,79323.84,22405.68
CE-0036,2025-01,31,58400.28,45537.76,12862.52
CE-0037,2023-01,765,1086437.7,928205.1,158232.6
CE-0037,2023-02,839,1191531.02,1017992.26,173538.76
CE-0037,2023-03,887,1259699.66,1076232.58,183467.08
CE-0037,2023-04,996,1414499.28,1208486.64,206012.64
CE-0037,2023-05,903,1282422.54,1095646.02,186776.52
CE-0037,2023-06,1011,1435801.98,1226686.74,209115.24
CE-0037,2023-07,1132,1607643.76,1373500.88,234142.88
CE-0037,2023-08,1159,1645988.62,1406261.06,239727.56
CE-0037,2023-09,938,1332128.84,1138112.92,194015.92
CE-0037,2023-10,984,1397457.12,1193926.56,203530.56
CE-0037,2023-11,1242,1763863.56,1506968.28,256895.28
CE-0037,2023-12,1317,1870377.06,1597968.78,272408.28
CE-0037,2024-01,692,982764.56,839631.28,143133.28
CE-0037,2024-02,771,1094958.78,935485.14,159473.64
CE-0037,2024-03,1104,1567878.72,1339527.36,228351.36
CE-0037,2024-04,1010,1434381.8,1225473.4,208908.4
CE-0037,2024-05,1097,1557937.46,1331033.98,226903.48
CE-0037,2024-06,1013,1438642.34,1229113.42,209528.92
CE-0037,2024-07,1066,1513911.88,1293420.44,220491.44
CE-0037,2024-08,1222,1735459.96,1482701.48,252758.48
CE-0037,2024-10,1104,1567878.72,1339527.36,228351.36
CE-0037,2024-11,1330,1888839.4,1613742.2,275097.2
CE-0037,2024-12,1349,1915822.82,1636795.66,279027.16
CE-0037,2025-01,681,967142.58,826284.54,140858.04
CE-0038,2023-01,693,520283.61,418592.79,101690.82
CE-0038,2023-02,773,580345.21,466915.19,113430.02
CE-0038,2023-03,1062,797317.74,641479.86,155837.88
CE-0038,2023-04,1007,756025.39,608258.21,147767.18
CE-0038,2023-05,932,699717.64,562955.96,136761.68
CE-0038,2023-06,1249,937711.73,754433.47,183278.26
CE-0038,2023-07,1132,849871.64,683761.96,166109.68
CE-0038,2023-08,1064,798819.28,642687.92,156131.36
CE-0038,2023-09,992,744763.84,599197.76,145566.08
CE-0038,2023-10,903,677945.31,545439.09,132506.22
CE-0038,2023-11,1436,1078105.72,867387.08,210718.64
CE-0038,2023-12,1365,1024801.05,824500.95,200300.1
CE-0038,2024-01,670,503015.9,404700.1,98315.8
CE-0038,2024-02,660,495508.2,398659.8,96848.4
CE-0038,2024-03,851,638905.27,514029.53,124875.74
CE-0038,2024-04,875,656923.75,528526.25,128397.5
CE-0038,2024-05,1096,822843.92,662016.88,160827.04
CE-0038,2024-06,1064,798819.28,642687.92,156131.36
CE-0038,2024-07,1128,846868.56,681345.84,165522.72
CE-0038,2024-08,1143,858130.11,690406.29,167723.82
CE-0038,2024-10,865,649416.05,522485.95,126930.1
CE-0038,2024-11,1175,882154.75,709735.25,172419.5
CE-0038,2024-12,1165,874647.05,703694.95,170952.1
CE-0038,2025-01,797,598363.69,481411.91,116951.78
CE-0039,2023-01,944,270654.24,189904.48,80749.76
CE-0039,2023-02,852,244276.92,171396.84,72880.08
CE-0039,2023-03,1305,374156.55,262526.85,111629.7
CE-0039,2023-04,1266,362974.86,254681.22,108293.64
CE-0039,2023-05,1288,369282.48,259106.96,110175.52
CE-0039,2023-06,1222,350359.62,245829.74,104529.88
CE-0039,2023-07,1305,374156.55,262526.85,111629.7
CE-0039,2023-08,1354,388205.34,272384.18,115821.16
CE-0039,2023-09,1141,327136.11,229534.97,97601.14
CE-0039,2023-10,1104,316527.84,222091.68,94436.16
CE-0039,2023-11,1361,390212.31,273792.37,116419.94
CE-0039,2023-12,1367,391932.57,274999.39,116933.18
CE-0039,2024-01,929,266353.59,186886.93,79466.66
CE-0039,2024-02,963,276101.73,193726.71,82375.02
CE-0039,2024-03,1195,342618.45,240398.15,102220.3
CE-0039,2024-04,1322,379030.62,265946.74,113083.88
CE-0039,2024-05,1242,356093.82,249853.14,106240.68
CE-0039,2024-06,1335,382757.85,268561.95,114195.9
CE-0039,2024-07,1418,406554.78,285259.06,121295.72
CE-0039,2024-08,1325,379890.75,266550.25,113340.5
CE-0039,2024-10,1066,305632.86,214447.22,91185.64
CE-0039,2024-11,1347,386198.37,270975.99,115222.38
CE-0039,2024-12,1681,481959.51,338166.77,143792.74
CE-0039,2025-01,944,270654.24,189904.48,80749.76
CE-0040,2023-01,1059,434475.93,349279.38,85196.55
CE-0040,2023-02,849,348319.23,280017.18,68302.05
CE-0040,2023-03,1158,475092.66,381931.56,93161.1
CE-0040,2023-04,1043,427911.61,344002.26,83909.35
CE-0040,2023-05,1213,497657.51,400071.66,97585.85
CE-0040,2023-06,1473,604327.71,485824.86,118502.85
CE-0040,2023-07,1245,510786.15,410625.9,100160.25
CE-0040,2023-08,1155,473861.85,380942.1,92919.75
CE-0040,2023-09,1243,509965.61,409966.26,99999.35
CE-0040,2023-10,1279,524735.33,421839.78,102895.55
CE-0040,2023-11,1432,587506.64,472302.24,115204.4
CE-0040,2023-12,1405,576429.35,463397.1,113032.25
CE-0040,2024-01,888,364319.76,292880.16,71439.6
CE-0040,2024-02,1010,414372.7,333118.2,81254.5
CE-0040,2024-03,1216,498888.32,401061.12,97827.2
CE-0040,2024-04,1234,506273.18,406997.88,99275.3
CE-0040,2024-05,1259,516529.93,415243.38,101286.55
CE-0040,2024-06,1405,576429.35,463397.1,113032.25
CE-0040,2024-07,1446,593250.42,476919.72,116330.7
CE-0040,2024-08,1250,512837.5,412275.0,100562.5
CE-0040,2024-10,1197,491093.19,394794.54,96298.65
CE-0040,2024-11,1651,677355.77,544532.82,132822.95
CE-0040,2024-12,1578,647406.06,520455.96,126950.1
CE-0040,2025-01,1003,411500.81,330809.46,80691.35
CE-0041,2023-01,102,15186.78,11076.18,4110.6
CE-0041,2023-02,85,12655.65,9230.15,3425.5
CE-0041,2023-03,133,19802.37,14442.47,5359.9
CE-0041,2023-04,123,18313.47,13356.57,4956.9
CE-0041,2023-05,104,15484.56,11293.36,4191.2
CE-0041,2023-06,135,20100.15,14659.65,5440.5
CE-0041,2023-07,142,21142.38,15419.78,5722.6
CE-0041,2023-08,109,16229.01,11836.31,4392.7
CE-0041,2023-09,101,15037.89,10967.59,4070.3
CE-0041,2023-10,118,17569.02,12813.62,4755.4
CE-0041,2023-11,147,21886.83,15962.73,5924.1
CE-0041,2023-12,157,23375.73,17048.63,6327.1
CE-0041,2024-01,98,14591.22,10641.82,3949.4
CE-0041,2024-02,95,14144.55,10316.05,3828.5
CE-0041,2024-03,121,18015.69,13139.39,4876.3
CE-0041,2024-04,129,19206.81,14008.11,5198.7
CE-0041,2024-05,102,15186.78,11076.18,4110.6
CE-0041,2024-06,111,16526.79,12053.49,4473.3
CE-0041,2024-07,129,19206.81,14008.11,5198.7
CE-0041,2024-08,132,19653.48,14333.88,5319.6
CE-0041,2024-10,132,19653.48,14333.88,5319.6
CE-0041,2024-11,142,21142.38,15419.78,5722.6
CE-0041,2024-12,172,25609.08,18677.48,6931.6
CE-0041,2025-01,80,11911.2,8687.2,3224.0
